gene_id	T_1_1	T_1_2	T_1_3	T_1_4	T_1_5	T_1_6	T_1_7	T_1_8	T_2_1	T_2_2	T_2_3	T_2_4	T_2_5	T_2_6	T_2_7	T_2_8	T_3_1	T_3_2	T_3_3	T_3_4	T_3_5	T_3_6	T_4_1	T_4_2	T_4_3
ENSG00000111644	1.0769278568403564	0.9329717881060066	0.7594022802396686	0.4585957526662508	0.615206516910898	0.8533321972221681	2.8742533263803454	0.33217121633954055	5.49266325308368	0.24271421881873345	0.7656825182239057	0.22941697550492848	2.200404938368333	2.049041076522361	1.3617089063924734	1.1431259120087152	0.5170624365611117	1.1243359402096498	4.132756669885335	4.0726142560526215	1.9163816639078424	0.9999831671605424	0.32492196392770123	0.5910054232170608	0.6865976042194962
ENSG00000117148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20420126263679478	0	0	0	0.6916855633894495	0	4.668928279962387	0.01591385802045557	5.115322661290242
ENSG00000168594	0.16231746498936522	0.15751268347601347	0.052965078665942425	0	0.4071496008510197	0.010757018487505456	0.37445050135954244	0.2617072758133697	0.10818742460329334	0.887292886379634	0.3167100427906166	0.5339089757802743	0.2986649683904808	0.07137237518074052	0	0.30396364690646377	0.1810565623208414	0.06074255992000525	0.05300577880285439	0.05448710290910733	0.41440755006495633	0.16586428460835326	0.16263263691324412	0	0.16692131400118865
ENSG00000111254	1.759482019018894	0.3832937318082566	1.288860186327692	1.1605769636102763	0.9435847231051682	1.3960688263631809	1.2149246386703672	0.16982464510024436	0.6885389832925409	0.5584013400274128	1.6000929661881702	0.85261452133355	1.0525718827683113	1.6210003663734744	0.7402445040900261	0.5616010744182249	0.3377824163962528	1.4288479648503085	1.9654866126897204	1.6352734021096726	0.42213163059797276	0.3901627554322828	1.3778057083736739	0.6169003594558137	0.46636495843405806
ENSG00000147081	0	0	0	0	0	0.010584664540811034	0	0	0	0	0	0	0	0	0	0.016616300009376764	0	0.014942328602720153	0	0	0.056897821369003274	0	0	0	0
ENSG00000183831	0.12785786961211884	0.4776815555102753	0.2379626467653746	0	1.1639472935566795	0.02330165786548	0.23175081938688769	0.5039160378247252	3.2088420399553472	0.7400949833206962	0.11760883479919189	0.15661532194469782	0.014872704005869125	0.10307036095798092	0.09413602836427969	0.07316005836855777	2.130961121266377	0.31798361981395956	0.15309353906841386	0.0786859810980733	0.5288669738012906	0.1796460988021746	0.45667463479093373	0.10086492556237839	0.21427076471489956
ENSG00000165309	0.006279631758703508	3.860998427980916	0	0	0	0	0	0.8538547308297757	0.4462370093177548	0.4361897137016534	0.030806714835241007	0.09230435819715367	0.5609935501570866	0.9979793537738493	0	0.028745558010220586	17.659991673668515	0.10339860821359373	0.05155927162306511	0.054104341196524894	0.07382327701841959	4.298647006271495	0	0	2.817728290543997
ENSG00000004848	15.977101320750076	25.97357847823442	6.067990179740857	0.06911826372876055	0.031790467962585355	0.030866839658029867	51.24714650925205	30.40548299037555	62.35854792039036	0.02926496425577193	0.15579204995075996	0	42.83066517297138	56.3883248834426	14.122104688680325	28.847593663870544	15.603357442396796	0.05809945880595235	0.014485522723580311	0	8.609641657847929	23.78118595977085	32.666754945305236	0.10392045691906358	38.81464328304283
ENSG00000156802	8.672612801903009	6.442573796337655	3.648890258216292	2.9283987036734382	6.797227415817149	4.115532248353793	9.281457111642467	6.79222039715862	6.975384787361393	2.663338447702579	18.87400936865435	28.585265667836968	5.14993560541257	5.54340190826324	3.5686338569610077	19.162654372855954	2.415353193485847	8.905935112006565	7.33162494316315	8.388784481327162	6.315089193745673	4.933309593514647	3.6614371247146345	3.5225773005969123	1.8595439274938521
ENSG00000187172	0	0.10348930758822927	0	0.01055069966918433	0	0	0.015620459640047577	0.01273684838251833	0.012150687940456605	0.055840134002741286	0.05284710714015975	0	0.4811757178369423	0.4019419275803615	0.01189678667287542	0	2.3923806796065037	0	0	0	0.5628421741306304	0.02421699861303824	0	0.022661645857560503	5.551247408457014
ENSG00000137948	0	0	0	0	0	0	0	0.011211724142540408	0	0	0	0	0	0	0	0.010851680718097835	0	0	0	0	0	0.021317228552577352	0	0.00997405772371595	0
ENSG00000183324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154040	0.06307569270833216	6.140444794672433	0.2817439488826551	0.5189345279309492	0.02841432756472181	1.2047104256657821	0.5853637229060309	2.908563884366126	0.7114639322196176	3.2303934238003764	1.2841665012875787	1.3408017107669472	2.3420026507519944	1.5864374587748928	0.0417958291836955	1.1982479422089056	3.7767962368806196	0.7140280072973205	0.46609788731465185	0.5279233088884797	0.4778665760845019	2.070261442855141	0.787870479696102	0.7563421872322432	3.4407132295031655
ENSG00000164304	0.037554379959412576	0.040087000375958935	0.01996980750106136	0.04904227245829913	0.05639163613528384	0.1277575943920507	0.14521555188013469	0.044403025976082124	0.056479415319923607	0.10382352457131731	0.10747033465700388	0.014154157330190357	0.05242088068146694	0.32868696505194916	0.05529921916870602	0.014325702115745789	0.10751748208796305	0.1030599343330878	0.03854279501101887	0.0770387524991817	0.06540575535326038	0.05628331207131645	0.10730748325335242	0	0.031467776432959296
ENSG00000269058	0.06142717355578735	0.06556974531562629	0.048996501842226724	0	0	0.022389783064315164	0.04453632098629917	0	0.06928694171497267	0	0.1130063926267567	0	0.0857441006627675	0	0	0.03514852559635462	0	0	0.2521756408733981	0.07560672537376015	0	0	0	0.03230591023719317	0.038603551032886124
ENSG00000137812	0.19295623615243543	3.4236618804342727	0.08550487089783713	0.092393249005462	0.1979910344709816	0.5657756196362278	0.23627278659443673	0.9734182974565422	0.7641775096522875	1.0046647953414183	0.15250901748350493	0.28605068651625387	0.2573703290771743	0.6992264556975222	0.08523902568350934	0.26007508554188524	0.6839610362286965	0.32212890669967564	0.19803476090295694	0.1952755750421697	0.6329091608809411	0.7518846476695893	0.3990731651761888	0.41945048313135397	0.37187083174986757
ENSG00000168491	2.0147382891977554	2.349740249258494	2.678378383811707	3.033012679093872	3.6976254315463453	4.025371286608812	0.955791791896969	1.6175148709887455	3.8436607420473257	2.3208259429322693	2.3337067176834556	1.57494838575705	1.8054301127667955	1.4780584748097556	0.2197572818351181	1.8359883068934542	2.090575693535648	3.302051669369538	3.6632632703658032	3.291106842404912	2.046872558553159	1.1043609214706405	0.8528728323769561	2.250005177844038	1.3443080394491125
ENSG00000140481	0	1.6216759777979142	0.04986770564454228	0.03673984749667601	0	0.004557578885495733	0.009065643717125763	0.12566540594757772	1.2693407145762916	0.019444757900243338	0.36805040762193764	0.028276100362047422	0.22689864930717835	0.4406305057210981	0.034522681099097945	0.02861879950405887	2.477759055360715	0.41177061672087767	0.2823255165709928	0.2000728182258976	0.28582454646463024	0.583274851374059	0	0.019728203790650108	0.7386512181561371
ENSG00000173421	0.1723971909427364	0.6603194091308647	0.14559897259484034	0.3079032058510462	0.09136642107567217	0.3770255555645559	0.10293500861092729	0.16786543138196747	0.06863148149108854	0.031540527927713585	0.01243748252952537	0.04586547889829105	0.0849329543482374	0.2382427668988863	0.29118853951514184	0.25531746258062676	0.17420114425973157	0.1669789706707297	0.13530293744715693	0.13730104569778018	0.5960880432071052	0.30776933170423315	0.6706063346277309	0.43733734645278277	0.2294301494012646
ENSG00000130783	0.8009787684520878	0.33980601307786185	0.32763548661788056	0.48276846336753715	0.20816814371948997	0.6213321738079217	0.9232129604080456	0.6313667646810954	1.0887924857298872	0.9581540750376916	0.6800978180560745	0.4063863606356173	3.3541769957161622	1.2913897444793754	0.27218068948784135	0.45831870677732595	0.5417969567178252	0.4332821439013528	0.32671622677525736	0.2654273018933255	0.8718793491789905	0.9234145265532339	0.352108947385533	0.5076632254259114	1.3294142984556503
ENSG00000150676	0.018631260143775263	0	0	0	0	0	0	0	0	0.019315620748722718	0	0	0.026006741850025494	0	0	0	0	0	0	0	0	0.02094221160262739	0	0	0
ENSG00000198707	4.900366152840027	5.062826561667766	2.177548542569923	2.2010746976085156	1.930197900815347	2.728308792693283	4.460772158207881	3.850277652622516	3.517244857712118	3.4848189822715887	3.2688620073707986	4.647002865297884	5.202206258230545	3.7147005250698837	3.0188326960484444	2.60584128157078	7.066328697956937	2.9498496919036716	3.083657741983668	3.4548988208947216	4.580273488180145	4.647166003393964	2.492906608171659	2.8917742575979317	7.2670804636411805
ENSG00000138180	0.33387376693380316	1.824715756604776	0.13848099723046853	0.026160349225324866	0.24064543843328054	0.9735575680654817	0.3098461274087833	0.7737316100373942	1.2804188932696297	0.41536508064026334	0.065516924075312	0.2718062701164905	0.13049204745350076	0.3691151095643281	0.0884938735192921	0.15283360719654654	0.7046159145403501	0.09620571278123285	0.10965157766327338	0.14793968643097188	0.2093341905608908	0.8106182215777249	0.49063233976106313	0.4635618350443553	0.6714273051116383
ENSG00000160471	0.27174093591957377	0.2900668047813451	0	0	0	0.008612843969095431	0.05139635107370493	0.06984723306542309	0.10661248773561924	0.03674641076309427	0.04347100748626044	0.013358937200617834	0.2308867355749844	0	0.013048088608960137	0.04056253236159957	0.08698015659235905	0.012158717387213415	0.01212578434441642	0.014542100001324028	0.046298307872035725	0.14608318518187585	0	0.024854708359905067	18.79999161680753
ENSG00000147183	0	0.057564604629853515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07044159725315866	0	0	0	0
ENSG00000124490	0	0	0	0	0.0326072191157743	0	0	1.7801381770982139	22.468687138589793	0	0	0	0.2020747826884392	1.680495015619254	0	0.5964135193088949	1.0657647645704074	0.4469409948659477	0.08914608253207329	0	11.081094345235849	0.3254458311633598	0	0.030454385737433087	1.0189506474213974
ENSG00000198930	0	0.12888778234431486	0	0	0	0	0.058362156896881054	0	0.09079634944517023	0	0	0	0.11236246158280246	0	0	0.18424007373034235	0.543227717911986	0.04141980648391383	0	0	0.05257317011110284	0.04524054685952199	0.3450151773832604	0.04233494281082731	0
ENSG00000228836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234215	0.5317602743928536	0.6169799154830433	0.01844134511736624	0.022644321225813818	0.28641522608900544	0.03370834251976328	0.6369795009450228	0.6834079616080323	0.31293933801407436	0.1677847687657329	0.11342251295731288	0.6796824860829863	0.4840865651568396	0.4153564369408376	0.357466835746788	0.3439600324402867	0.3120487469541761	0.28551559398485366	0.1423711239176089	0.2845692372694655	0.5435971760672474	0.3118527754061947	0.2265012842579216	0	0.7846004214926992
ENSG00000231971	0	0	0	0	0	0.009230705723144628	0	0.014971576318258364	0	0	0	0	0.12372495769791732	0	0	0.014490792315869624	0.07768322830202047	0	0	0	0	0.056931924137825426	0	0.013318858412395109	0
ENSG00000230013	0.07857772827026076	0.0978563973222033	0.03133819761750289	0.01282683392439573	0	0.01909402834626639	0.03798061700321461	0.015484607091976993	0.04431597747055687	0.04073201669806635	0	0.029615760659295796	0.03656132540179389	0.25337618531088874	0.028926632673022475	0.01498734807162797	0.03213807931302898	0.05390992691350883	0.05376390674759128	0.06447748749097186	0.03421329068016943	0.04416210712508762	0	0	0.016460572564976177
ENSG00000184033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126890	0.044260969465423815	0.5669504866867747	0.1412165037990462	0	0	0	0	0	0	0.09177351328547209	0	0	0	0	0	0.05065210486242041	0	0	0	0	0	0	0	0	0.5563109922261836
ENSG00000212710	0.010180945721372677	0.010867535967878298	0	0.01994294864501833	0.011465776839876162	0.014843539293507065	0.014762908346396599	0	0	0.010554910666258256	0	0	0.028422471171744332	0.028138935037669763	0.011243662178673085	0	0.02498387634341562	0.01047728252963491	0	0.01253106601920903	0	0.011443751950567063	0	0.010708769411494887	0
ENSG00000150527	30.556032110280686	23.93612073841908	14.96882880790488	17.126431497162045	5.349458873290825	19.830674836580634	25.815510787524573	32.56833522644055	21.021900709372268	21.496528261646247	5.6568819154527965	7.025895921395249	36.743580434653616	30.642695505212426	27.481881999654078	42.33221187387431	29.755153103940803	9.81945353646767	6.741149110345935	6.575363884458623	12.883045608267576	23.50365531201997	14.115667923410545	18.164667047363356	23.419663446946796
ENSG00000124092	0.029537058252127584	0	0.007853269952534324	0.02892933780260219	0	0.007177369974246192	0.021415146280710385	0.023282411021807697	0.005552733736230169	0.02551834080770435	0.1086775187156511	0.011132447667181529	0.06871629034969774	0	0	0.011267370100444324	0.024161154608988624	0.015198396734016767	0.020209640574027365	0.024236833335540046	0.321516026889137	0.0055334539841619635	0.006028491002664496	0.010356128483293777	0
ENSG00000066032	12.149997372356	0.8716816706391884	8.407165720249582	12.636979759310128	13.98549808854412	18.084297609833296	1.4632442245960429	2.365554757854207	2.7567145385493532	12.904695727255412	6.281055775771926	8.395759608461551	2.890406891651573	0.6045576437837775	1.0178028614203596	1.3884390639288335	0.6369694811899632	10.390693038597359	8.087697000055805	8.486024603825058	0.7542906800757937	0.7671019547392126	0.2642903256610722	10.485289403047728	0.7697911825409827
ENSG00000169551	0.050869378100886396	0.10859989067900604	0	0	0.028644536237121175	0.055624617300407984	0	0.33080425660151774	0	0.2109516173436893	0	0	0.46154441684880315	0	0	0.08732211827844351	0	0	0	0	0.03322332277854416	0.1715370735090209	0	0	0.09590569709732646
ENSG00000204019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133101	3.6512055446486067	4.481011926373204	0.046721897469719983	0	0.04397846167725046	0.056934303980515334	0.4530002689037343	4.4094052454593005	2.8630497039618765	1.7408428448584508	3.639900262554584	2.649235702512573	7.004409299965352	3.696619771300309	0.06468976849222352	2.3685203259034417	4.959144067997939	1.7280394786838364	3.4467178387078645	3.5327418768209826	1.6832756624821876	3.4676246081539257	2.00847573719691	0.20537431163671005	0.2944914164090274
